date,sent_formality,sent_freq,rec_formality,rec_freq
2013-02-18,60.25640869140625,78,73.56321716308594,87
2013-02-19,56.0,75,75.33333587646484,150
2013-02-20,64.51612854003906,31,72.22222137451172,72
2013-02-21,81.22065734863281,213,76.25899505615234,139
2013-02-24,56.94444274902344,72,65.06024169921875,83
2013-02-25,66.2337646484375,308,77.41934967041016,279
2013-02-26,63.6363639831543,55,70.37036895751953,27
2013-02-27,63.6363639831543,1,70.37036895751953,0
2013-02-28,63.414634704589844,41,68.42105102539062,38
2013-03-02,56.25,80,76.47058868408203,85
2013-03-03,56.25,0,76.47058868408203,4
2013-03-05,56.25,2,76.47058868408203,1
2013-03-07,52.94117736816406,136,68.8888931274414,135
2013-03-09,64.51612854003906,31,63.6363639831543,11
2013-03-10,71.05262756347656,76,85.48387145996094,62
2013-03-12,23.076923370361328,13,83.33332824707031,42
2013-03-13,30.30303192138672,33,35.71428680419922,28
2013-03-15,60.81081008911133,74,82.3008804321289,113
2013-03-22,71.49122619628906,228,77.77777862548828,126
2013-03-23,71.60493469238281,81,81.45161437988281,124
2013-03-24,80.43478393554688,46,65.51724243164062,29
2013-03-25,51.0638313293457,47,82.60869598388672,115
2013-03-26,70.37036895751953,54,77.77777862548828,54
2013-03-27,76.92308044433594,26,79.31034851074219,29
2013-03-28,62.19512176513672,82,69.7479019165039,119
2013-03-29,57.142860412597656,21,69.7479019165039,3
2013-03-30,75.40983581542969,61,76.05633544921875,71
2013-04-01,75.40983581542969,7,60.000003814697266,10
2013-04-02,63.6363639831543,88,80.92105102539062,152
2013-04-03,74.13333129882812,375,68.5897445678711,312
2013-04-04,66.8171615600586,443,75.76923370361328,520
2013-04-05,64.51612854003906,186,75.0,104
2013-04-06,67.19999694824219,125,63.6363639831543,44
2013-04-07,69.42675018310547,157,74.45255279541016,137
2013-04-09,66.66667175292969,156,73.07691955566406,156
2013-04-10,63.758392333984375,149,80.31088256835938,193
2013-04-11,72.05882263183594,136,73.80952453613281,168
2013-04-12,35.29411697387695,34,83.0,100
2013-04-16,71.42857360839844,679,77.77777862548828,369
2013-04-17,69.7632064819336,549,75.17564392089844,427
2013-04-18,43.43434143066406,99,68.80734252929688,109
2013-04-21,52.94117736816406,17,56.25,16
2013-04-22,58.666664123535156,75,68.9189224243164,74
2013-04-23,69.0721664428711,291,76.53631591796875,358
2013-04-24,70.41800689697266,311,72.69230651855469,260
2013-04-25,73.84615325927734,130,77.30061340332031,163
2013-04-26,63.6363639831543,33,73.07691955566406,26
2013-04-28,70.53571319580078,224,73.05389404296875,167
2013-04-30,44.82758712768555,29,85.0,20
2013-05-02,71.05262756347656,190,75.32466888427734,154
2013-05-05,63.76811981201172,69,70.43478393554688,115
2013-05-06,61.20689392089844,116,70.21276092529297,94
2013-05-07,61.20689392089844,0,70.21276092529297,3
2013-05-08,55.29412078857422,85,71.52777862548828,144
2013-05-09,73.50746154785156,536,74.15143585205078,383
2013-05-12,66.07142639160156,168,76.24309539794922,181
2013-05-17,71.624267578125,511,79.67213439941406,305
2013-05-20,72.85713958740234,70,71.42857360839844,42
2013-05-21,40.0,15,90.0,20
2013-05-22,60.000003814697266,65,53.658538818359375,41
2013-05-26,60.000003814697266,7,50.0,12
2013-05-30,60.000003814697266,0,50.0,9
2013-05-31,42.105262756347656,19,47.619049072265625,21
2013-06-07,42.105262756347656,1,47.619049072265625,0
2013-06-10,41.666664123535156,12,93.75,16
2013-06-11,41.666664123535156,7,60.000003814697266,10
2013-06-14,60.645164489746094,155,61.01694869995117,59
2013-06-17,62.2641487121582,106,76.88888549804688,225
2013-06-19,75.75757598876953,33,82.97872924804688,47
2013-06-22,75.75757598876953,3,78.57142639160156,14
2013-06-26,73.57142639160156,140,80.8917236328125,157
2013-06-30,41.379310607910156,29,72.09302520751953,43
2013-07-10,41.379310607910156,5,72.09302520751953,0
2013-07-11,53.968257904052734,63,77.87610626220703,113
2013-07-13,57.57575607299805,33,70.0,30
2013-07-15,51.85185241699219,27,50.0,12
2013-07-17,47.22222137451172,36,65.51724243164062,29
2013-07-18,51.666664123535156,60,71.6312026977539,141
2013-07-19,53.84615707397461,13,71.6312026977539,8
2013-07-21,53.84615707397461,0,81.81818389892578,11
2013-07-22,53.84615707397461,0,81.81818389892578,4
2013-07-23,53.84615707397461,5,81.81818389892578,1
2013-07-25,53.84615707397461,2,84.375,32
2013-07-28,53.84615707397461,9,69.23077392578125,26
2013-08-01,53.84615707397461,4,78.57142639160156,42
2013-08-02,53.84615707397461,3,87.09677124023438,31
2013-08-07,53.84615707397461,0,87.09677124023438,1
2013-08-11,53.84615707397461,3,87.09677124023438,2
2013-08-13,71.54471588134766,123,80.40541076660156,148
2013-08-14,71.54471588134766,1,80.40541076660156,2
2013-08-15,71.54471588134766,1,80.40541076660156,0
2013-08-17,71.54471588134766,4,80.40541076660156,6
2013-08-22,59.32203674316406,118,75.39682006835938,126
2013-08-23,59.32203674316406,8,75.39682006835938,4
2013-08-27,76.47058868408203,17,75.39682006835938,8
2013-08-28,71.0,100,78.0952377319336,105
2013-08-29,53.52112579345703,71,68.8888931274414,90
2013-08-30,66.66667175292969,36,38.46154022216797,13
2013-08-31,18.18181800842285,11,68.62745666503906,51
2013-09-02,80.8080825805664,99,72.0,75
2013-09-03,80.8080825805664,5,72.0,5
2013-09-04,71.89542388916016,153,73.9495849609375,119
2013-09-05,69.81131744384766,53,80.0,65
2013-09-07,66.66667175292969,18,46.153846740722656,13
2013-09-08,72.54901885986328,51,72.7272720336914,22
2013-09-09,72.54901885986328,0,72.7272720336914,1
2013-09-10,69.49152374267578,59,70.90908813476562,55
2013-09-11,73.07691955566406,78,78.37837982177734,74
2013-09-12,69.09091186523438,165,64.63414764404297,82
2013-09-14,69.09091186523438,5,56.52173614501953,23
2013-09-15,69.33333587646484,75,78.4313735961914,51
2013-09-16,53.191490173339844,47,67.1875,64
2013-09-17,63.50364685058594,137,73.26732635498047,202
2013-09-18,84.21052551269531,19,73.26732635498047,1
2013-09-19,20.0,10,66.66667175292969,12
2013-09-20,76.07142639160156,280,73.71601104736328,331
2013-09-21,60.60606384277344,66,66.30435180664062,92
2013-09-22,75.0,40,59.09090805053711,22
2013-09-23,65.89861297607422,217,75.09578704833984,261
2013-09-24,65.06024169921875,83,77.5700912475586,107
2013-09-25,62.69841003417969,126,56.140350341796875,57
2013-09-26,47.619049072265625,21,69.38775634765625,49
2013-09-27,73.23943328857422,71,73.4375,64
2013-09-28,48.780487060546875,41,69.38775634765625,49
2013-09-29,63.26530456542969,49,46.153846740722656,39
2013-09-30,61.57024383544922,242,61.15702438354492,121
2013-10-01,64.0,25,50.0,12
2013-10-02,35.71428680419922,14,63.33333206176758,30
2013-10-03,75.71428680419922,70,78.94737243652344,95
2013-10-04,28.571430206298828,14,38.46154022216797,13
2013-10-06,72.15190124511719,79,63.75,80
2013-10-07,61.5384635925293,104,68.51851654052734,54
2013-10-08,61.5384635925293,6,68.51851654052734,6
2013-10-09,40.0,40,68.0,50
2013-10-10,62.541805267333984,299,74.23728942871094,295
2013-10-11,62.541805267333984,0,74.23728942871094,1
2013-10-14,62.541805267333984,9,66.66667175292969,18
2013-10-15,46.153846740722656,39,78.48837280273438,172
2013-10-16,64.10256958007812,39,79.62963104248047,54
2013-10-18,40.0,10,71.42857360839844,14
2013-10-19,46.66666793823242,15,88.23529815673828,17
2013-10-20,64.40678405761719,59,83.05084991455078,118
2013-10-21,66.03773498535156,53,73.86363983154297,88
2013-10-22,66.03773498535156,3,73.86363983154297,8
2013-10-23,40.0,15,75.0,40
2013-10-24,81.81818389892578,11,75.0,0
2013-10-25,58.82353210449219,17,60.000003814697266,25
2013-10-27,77.08332824707031,48,52.38095474243164,21
2013-10-28,69.81131744384766,53,74.19355010986328,31
2013-10-29,73.98843383789062,173,83.33332824707031,330
2013-10-30,66.81034851074219,232,69.40638732910156,219
2013-11-01,51.28205490112305,39,66.66667175292969,42
2013-11-02,58.82353210449219,17,66.66667175292969,3
2013-11-04,64.51612854003906,31,71.18643951416016,59
2013-11-05,60.41666793823242,48,68.29268646240234,82
2013-11-06,60.41666793823242,8,10.0,10
2013-11-07,60.41666793823242,7,10.0,7
2013-11-08,79.43925476074219,107,79.31034851074219,29
2013-11-09,72.67080688476562,161,66.42335510253906,137
2013-11-10,70.09346008300781,107,63.559322357177734,118
2013-11-11,55.0,20,76.92308044433594,26
2013-11-12,70.10308837890625,388,68.71508026123047,358
2013-11-13,70.68965148925781,464,71.25748443603516,334
2013-11-14,70.90908813476562,55,56.41025924682617,39
2013-11-15,73.56321716308594,87,76.74418640136719,86
2013-11-16,73.56321716308594,4,60.000003814697266,10
2013-11-17,62.74510192871094,51,74.66666412353516,75
2013-11-18,59.25925827026367,27,75.5813980102539,86
2013-11-22,63.6363639831543,11,75.5813980102539,5
2013-11-23,73.68421173095703,76,71.69811248779297,53
2013-11-25,67.29560089111328,159,76.98412322998047,126
2013-11-26,71.83098602294922,71,68.05555725097656,72
2013-11-27,71.83098602294922,7,68.05555725097656,5
2013-11-29,77.82427215576172,239,77.22222137451172,180
2013-11-30,7.692307949066162,13,77.22222137451172,9
2013-12-01,65.38461303710938,26,79.31034851074219,58
2013-12-03,63.71681594848633,113,67.05882263183594,85
2013-12-04,52.94117736816406,17,66.66667175292969,27
2013-12-05,70.14925384521484,67,67.85713958740234,56
2013-12-06,66.66667175292969,30,77.2727279663086,66
2013-12-07,66.66667175292969,5,77.2727279663086,5
2013-12-08,72.13114166259766,183,69.16666412353516,120
2013-12-09,72.13114166259766,6,81.25,16
2013-12-10,56.25,16,57.69230651855469,52
2013-12-11,56.25,4,57.69230651855469,1
2013-12-12,77.41934967041016,31,52.94117736816406,17
2013-12-13,77.41934967041016,4,57.142860412597656,14
2013-12-14,46.153846740722656,13,57.142860412597656,4
2013-12-16,61.904762268066406,21,82.75862121582031,29
2013-12-22,61.904762268066406,5,82.75862121582031,2
2013-12-23,68.21192169189453,151,73.48066711425781,181
2013-12-24,68.21192169189453,5,50.0,14
2013-12-25,71.18643951416016,118,76.78571319580078,56
2013-12-26,71.5686264038086,102,72.54901885986328,102
2013-12-27,75.51020050048828,49,37.5,16
2013-12-28,65.56291198730469,302,66.21621704101562,222
2013-12-29,75.60975646972656,41,74.32432556152344,74
2013-12-30,75.60975646972656,2,74.32432556152344,1
2013-12-31,64.38356018066406,146,75.83333587646484,120
2014-01-02,86.84210968017578,76,80.35713958740234,56
2014-01-06,59.574466705322266,47,62.222225189208984,45
2014-01-07,62.72189712524414,169,71.23287963867188,146
2014-01-08,71.42857360839844,112,69.73684692382812,76
2014-01-09,71.42857360839844,5,64.28571319580078,14
2014-01-10,50.0,20,61.11111068725586,36
2014-01-12,73.75566101074219,221,78.78787994384766,132
2014-01-13,58.33333206176758,24,70.27027130126953,37
2014-01-14,73.89473724365234,475,69.77491760253906,311
2014-01-15,60.869564056396484,46,70.0,50
2014-01-17,60.91954040527344,87,74.0740737915039,108
2014-01-19,60.91954040527344,1,74.0740737915039,1
2014-01-20,70.46070861816406,369,70.3971176147461,277
2014-01-21,72.48677062988281,189,74.375,160
2014-01-22,71.51335144042969,337,73.86363983154297,264
2014-01-23,52.38095474243164,21,73.86363983154297,4
2014-01-26,66.66667175292969,78,74.38016510009766,121
2014-01-27,74.75728607177734,206,82.67716979980469,127
2014-01-28,72.09302520751953,86,69.23077392578125,52
2014-01-29,67.46987915039062,83,65.47618865966797,84
2014-01-30,82.95454406738281,88,70.37036895751953,54
2014-01-31,62.85714340209961,35,66.66667175292969,15
2014-02-02,80.0,10,87.5,16
2014-02-03,66.30435180664062,92,81.96720886230469,183
2014-02-04,65.98639678955078,147,73.64865112304688,148
2014-02-05,75.21367645263672,117,74.13793182373047,116
2014-02-06,70.73170471191406,41,61.11111068725586,18
2014-02-08,70.73170471191406,1,61.11111068725586,0
2014-02-09,73.75,80,69.09091186523438,55
